rank,person_name,rankings_school,score_blended_50_50,score_papers_norm,score_citations_norm,paper_count_frac_authors,citation_frac_authors_openalex,unique_om_or_papers
293,Sajad Modaresi,UNC (Kenan-Flagler),0.044720,0.012701,0.076739,0.3333,32.0000,1
296,Selvaprabu Nadarajah,UIUC (Gies),0.044463,0.067742,0.021183,1.4167,8.8333,4
297,Xi Chen,NYU (Stern),0.043996,0.029639,0.058353,0.6667,24.3333,2
298,Bryan K. Bollinger,NYU (Stern),0.043559,0.021170,0.065947,0.5000,27.5000,1
298,Wesley R. Hartmann,Stanford,0.043559,0.021170,0.065947,0.5000,27.5000,1
300,Ann Melissa Campbell,Iowa (Tippie),0.043121,0.012701,0.073541,0.3333,30.6667,1
300,Barrett W. Thomas,Iowa (Tippie),0.043121,0.012701,0.073541,0.3333,30.6667,1
300,Sara Reed,Iowa (Tippie),0.043121,0.012701,0.073541,0.3333,30.6667,1
300,Upender Subramanian,UT Dallas,0.043121,0.012701,0.073541,0.3333,30.6667,1
300,Vivek Farias,MIT,0.043121,0.012701,0.073541,0.3333,30.6667,1
305,Kay Giesecke,Stanford,0.043004,0.031331,0.054676,0.7000,22.8000,2
306,Daniel Andrei,McGill (Desautels),0.042959,0.021170,0.064748,0.5000,27.0000,1
306,Michael Hasler,UT Dallas,0.042959,0.021170,0.064748,0.5000,27.0000,1
306,Ramandeep Singh Randhawa,USC (Marshall),0.042959,0.021170,0.064748,0.5000,27.0000,1
306,Ruomeng Cui,Indiana (Kelley),0.042959,0.021170,0.064748,0.5000,27.0000,1
310,Karthik Ramachandran,Georgia Tech (Scheller),0.042833,0.038103,0.047562,0.8333,19.8333,2
311,Mila Nambiar,MIT,0.042721,0.012701,0.072742,0.3333,30.3333,1
311,Ruth Beer,Indiana (Kelley),0.042721,0.012701,0.072742,0.3333,30.3333,1
313,Garud Iyengar,Columbia,0.042524,0.031331,0.053717,0.7000,22.4000,3
314,Li Wang,MIT,0.042522,0.039800,0.045244,0.8667,18.8667,3
315,Anastassia Fedyk,UC Berkeley (Haas),0.042471,0.046572,0.038369,1.0000,16.0000,1
316,Mingliu Chen,UT Dallas,0.042433,0.038103,0.046763,0.8333,19.5000,2
317,Simone Marinesi,Wharton (UPenn),0.042398,0.029639,0.055156,0.6667,23.0000,2
318,Qi (George) Chen,Michigan (Ross),0.042322,0.012701,0.071942,0.3333,30.0000,1
319,Gustavo Vulcano,NYU (Stern),0.042304,0.008469,0.076139,0.2500,31.7500,1
320,Ruihao Zhu,Cornell,0.042298,0.052501,0.032094,1.1167,13.3833,4
321,Yuexing Li,Duke (Fuqua),0.041922,0.012701,0.071143,0.3333,29.6667,1
322,Jayashankar M. Swaminathan,UNC (Kenan-Flagler),0.041760,0.021170,0.062350,0.5000,26.0000,1
323,Michael Jong Kim,Toronto (Rotman),0.041161,0.021170,0.061151,0.5000,25.5000,1
324,Damian R. Beil,Michigan (Ross),0.040799,0.029639,0.051959,0.6667,21.6667,2
325,Haim Mendelson,Stanford,0.040723,0.012701,0.068745,0.3333,28.6667,1
326,Azarakhsh Malekian,Toronto (Rotman),0.040679,0.025402,0.055955,0.5833,23.3333,2
327,Michael L. Hamilton,Wharton (UPenn),0.040090,0.050804,0.029376,1.0833,12.2500,3
328,Aaron L. Bodoh-Creed,UC Berkeley (Haas),0.040073,0.046572,0.033573,1.0000,14.0000,1
329,Rad Niazadeh,Chicago (Booth),0.039995,0.065202,0.014788,1.3667,6.1667,4
330,Alvin E. Roth,Stanford,0.039962,0.021170,0.058753,0.5000,24.5000,1
330,Nora Szech,UNC (Kenan-Flagler),0.039962,0.021170,0.058753,0.5000,24.5000,1
332,Steven M. Shechter,UBC (Sauder),0.039584,0.071974,0.007194,1.5000,3.0000,2
333,Anton Skaro,Northwestern (Kellogg),0.039124,0.012701,0.065547,0.3333,27.3333,1
333,Uday S. Karmarkar,UCLA (Anderson),0.039124,0.012701,0.065547,0.3333,27.3333,1
335,Zhaohui (Zoey) Jiang,Carnegie Mellon (Tepper),0.039085,0.039800,0.038369,0.8667,16.0000,3
336,Robert A. Shumsky,Dartmouth (Tuck),0.038800,0.029639,0.047962,0.6667,20.0000,2
337,Alireza Tahbaz-Salehi,Northwestern (Kellogg),0.038725,0.012701,0.064748,0.3333,27.0000,1
338,Hailong Cui,USC (Marshall),0.038696,0.005929,0.071463,0.2000,29.8000,1
338,Sanjith Gopalakrishnan,UBC (Sauder),0.038696,0.005929,0.071463,0.2000,29.8000,1
340,Zhengyuan Zhou,NYU (Stern),0.038574,0.046572,0.030576,1.0000,12.7500,3
341,Vijay Mookerjee,UT Dallas,0.038463,0.021170,0.055755,0.5000,23.2500,2
342,Aravind Chandrasekaran,Ohio State (Fisher),0.038216,0.005929,0.070504,0.2000,29.4000,1
342,Peter T. Ward,Ohio State (Fisher),0.038216,0.005929,0.070504,0.2000,29.4000,1
342,Susan D. Moffatt-Bruce,Ohio State (Fisher),0.038216,0.005929,0.070504,0.2000,29.4000,1
345,Yi-Chun Chen,UCLA (Anderson),0.038163,0.021170,0.055156,0.5000,23.0000,1
346,Fangruo Chen,Columbia,0.037925,0.012701,0.063149,0.3333,26.3333,1
346,Wenqiang Xiao,NYU (Stern),0.037925,0.012701,0.063149,0.3333,26.3333,1
348,Süleyman Demirel,Michigan (Ross),0.037526,0.012701,0.062350,0.3333,26.0000,1
349,Saravanan Kesavan,UNC (Kenan-Flagler),0.037457,0.042340,0.032574,0.9167,13.5833,3
350,Maxime C. Cohen,NYU (Stern),0.037373,0.018630,0.056115,0.4500,23.4000,2
351,Justin Sirignano,UIUC (Gies),0.036964,0.021170,0.052758,0.5000,22.0000,1
351,Vibhuti Dhingra,UBC (Sauder),0.036964,0.021170,0.052758,0.5000,22.0000,1
353,Anyan Qi,UT Dallas,0.036105,0.044032,0.028177,0.9500,11.7500,3
354,Phebe Vayanos,USC (Marshall),0.036003,0.029639,0.042366,0.6667,17.6667,2
355,Michael K. Lim,UIUC (Gies),0.035927,0.012701,0.059153,0.3333,24.6667,1
356,Anton Ovchinnikov,MIT,0.035765,0.021170,0.050360,0.5000,21.0000,1
356,Michael Ketzenberg,Texas A&M (Mays),0.035765,0.021170,0.050360,0.5000,21.0000,1
356,Silvia Bellezza,Columbia,0.035765,0.021170,0.050360,0.5000,21.0000,1
356,Xin Wang,Carnegie Mellon (Tepper),0.035765,0.021170,0.050360,0.5000,21.0000,1
360,Ningyuan Chen,Toronto (Rotman),0.035658,0.042340,0.028977,0.9167,12.0833,3
361,Alexandre Jacquillat,MIT,0.035339,0.038103,0.032574,0.8333,13.5833,3
362,Alok Gupta,Minnesota (Carlson),0.035183,0.025402,0.044964,0.5833,18.7500,2
363,Nan Yang,Florida (Warrington),0.035128,0.012701,0.057554,0.3333,24.0000,1
363,Peter S. Fader,Wharton (UPenn),0.035128,0.012701,0.057554,0.3333,24.0000,1
363,Senthil Veeraraghavan,Wharton (UPenn),0.035128,0.012701,0.057554,0.3333,24.0000,1
366,Vinayak Deshpande,UNC (Kenan-Flagler),0.034683,0.025402,0.043965,0.5833,18.3333,2
367,Feng Tian,Michigan (Ross),0.034566,0.021170,0.047962,0.5000,20.0000,1
368,Hengchen Dai,UCLA (Anderson),0.034551,0.011492,0.057611,0.3095,24.0238,2
369,Chun Ye,UW (Foster),0.034510,0.008469,0.060552,0.2500,25.2500,1
370,Diana M. Negoescu,Minnesota (Carlson),0.034211,0.008469,0.059952,0.2500,25.0000,1
370,Margaret L. Brandeau,Stanford,0.034211,0.008469,0.059952,0.2500,25.0000,1
370,Nicola Secomandi,Carnegie Mellon (Tepper),0.034211,0.008469,0.059952,0.2500,25.0000,1
370,Stephen Smith,Carnegie Mellon (Tepper),0.034211,0.008469,0.059952,0.2500,25.0000,1
374,Nick Arnosti,Minnesota (Carlson),0.034077,0.046572,0.021583,1.0000,9.0000,1
375,Bin Hu,UT Dallas,0.034022,0.033871,0.034173,0.7500,14.2500,2
376,Chloe Kim Glaeser,UNC (Kenan-Flagler),0.034004,0.029639,0.038369,0.6667,16.0000,2
377,Allison O’Hair,Stanford,0.033911,0.008469,0.059353,0.2500,24.7500,1
377,John Silberholz,MIT,0.033911,0.008469,0.059353,0.2500,24.7500,1
377,Stephen Relyea,MIT,0.033911,0.008469,0.059353,0.2500,24.7500,1
380,Cong Shi,Michigan (Ross),0.033766,0.021170,0.046363,0.5000,19.3333,2
381,Huanan Zhang,Colorado (Leeds),0.033584,0.025402,0.041767,0.5833,17.4167,2
382,Nikolaos Trichakis,Harvard,0.033529,0.012701,0.054357,0.3333,22.6667,1
382,Özlem Yıldız,Virginia (Darden),0.033529,0.012701,0.054357,0.3333,22.6667,1
384,Hans B. Christensen,Chicago (Booth),0.033129,0.012701,0.053557,0.3333,22.3333,1
384,Mark Maffett,Chicago (Booth),0.033129,0.012701,0.053557,0.3333,22.3333,1
386,Stephen C. Graves,MIT,0.032878,0.046572,0.019185,1.0000,8.0000,1
387,Edieal Pinker,Yale,0.032767,0.021170,0.044365,0.5000,18.5000,1
387,Mariya Bondareva,Chicago (Booth),0.032767,0.021170,0.044365,0.5000,18.5000,1
389,Levi DeValve,Chicago (Booth),0.032641,0.038103,0.027178,0.8333,11.3333,2
390,Douglas R. Bish,Virginia Tech (Pamplin),0.032330,0.012701,0.051959,0.3333,21.6667,1
390,Ebru K. Bish,Virginia Tech (Pamplin),0.032330,0.012701,0.051959,0.3333,21.6667,1
390,Hrayer Aprahamian,Texas A&M (Mays),0.032330,0.012701,0.051959,0.3333,21.6667,1
390,Maqbool Dada,Johns Hopkins (Carey),0.032330,0.012701,0.051959,0.3333,21.6667,1
390,Ruxian Wang,Johns Hopkins (Carey),0.032330,0.012701,0.051959,0.3333,21.6667,1
395,Blair Flicker,Columbia,0.032307,0.052923,0.011691,1.1250,4.8750,2
396,Felipe Caro,UCLA (Anderson),0.031930,0.012701,0.051159,0.3333,21.3333,1
397,Eric D. Shah,Michigan (Ross),0.031679,0.046572,0.016787,1.0000,7.0000,1
397,Yucheng Liang,Carnegie Mellon (Tepper),0.031679,0.046572,0.016787,1.0000,7.0000,1
399,Alejandro Rivera,UT Dallas,0.031642,0.038103,0.025180,0.8333,10.5000,2
400,Andras Molnar,Chicago (Booth),0.031513,0.008469,0.054556,0.2500,22.7500,1
400,Russell Golman,Carnegie Mellon (Tepper),0.031513,0.008469,0.054556,0.2500,22.7500,1
402,Xiaoyang Long,Wisconsin-Madison,0.031358,0.019052,0.043665,0.4583,18.2083,2
403,Luyi Yang,UC Berkeley (Haas),0.031242,0.038103,0.024381,0.8333,10.1667,2
404,Auyon Siddiq,UCLA (Anderson),0.031042,0.038103,0.023981,0.8333,10.0000,2
404,Nur Kaynar,Cornell,0.031042,0.038103,0.023981,0.8333,10.0000,2
406,Garrett van Ryzin,Cornell,0.030969,0.021170,0.040767,0.5000,17.0000,1
406,Zhen Lian,Cornell,0.030969,0.021170,0.040767,0.5000,17.0000,1
408,Gad Allon,Wharton (UPenn),0.030769,0.021170,0.040368,0.5000,16.8333,2
409,Charles J. Corbett,UCLA (Anderson),0.030642,0.038103,0.023182,0.8333,9.6667,2
410,Jonathan Glover,Columbia,0.030369,0.021170,0.039568,0.5000,16.5000,1
410,Koray Cosguner,Indiana (Kelley),0.030369,0.021170,0.039568,0.5000,16.5000,1
410,Paul Grigas,UC Berkeley (Haas),0.030369,0.021170,0.039568,0.5000,16.5000,1
413,Luyi Yang,Chicago (Booth),0.030331,0.012701,0.047962,0.3333,20.0000,1
414,Neda Mirzaeian,Carnegie Mellon (Tepper),0.029932,0.012701,0.047162,0.3333,19.6667,1
415,Angela Zhou,Cornell,0.029770,0.021170,0.038369,0.5000,16.0000,1
416,Opher Baron,Toronto (Rotman),0.029608,0.029639,0.029576,0.6667,12.3333,2
417,Evan Munro,Stanford,0.029281,0.046572,0.011990,1.0000,5.0000,1
418,Thomas Magnanti,MIT,0.029208,0.029639,0.028777,0.6667,12.0000,2
419,Wedad J. Elmaghraby,Maryland (Smith),0.029188,0.025402,0.032974,0.5833,13.7500,2
420,Lauren Xiaoyuan Lu,UNC (Kenan-Flagler),0.029170,0.021170,0.037170,0.5000,15.5000,1
420,Şafak Yücel,UW (Foster),0.029170,0.021170,0.037170,0.5000,15.5000,1
422,Chen Chen,Chicago (Booth),0.029132,0.012701,0.045564,0.3333,19.0000,1
422,Nilay Tanık Argon,UNC (Kenan-Flagler),0.029132,0.012701,0.045564,0.3333,19.0000,1
424,Chaithanya Bandi,Northwestern (Kellogg),0.028808,0.029639,0.027978,0.6667,11.6667,2
424,Douglas J. Thomas,Virginia (Darden),0.028808,0.029639,0.027978,0.6667,11.6667,2
426,Ebrahim Barzegary,UW (Foster),0.028733,0.012701,0.044764,0.3333,18.6667,1
426,Hema Yoganarasimhan,UW (Foster),0.028733,0.012701,0.044764,0.3333,18.6667,1
426,Kevin W. Linderman,Minnesota (Carlson),0.028733,0.012701,0.044764,0.3333,18.6667,1
426,Suvrat S. Dhanorkar,Penn State (Smeal),0.028733,0.012701,0.044764,0.3333,18.6667,1
430,Stefan Wager,Stanford,0.028682,0.046572,0.010791,1.0000,4.5000,2
431,Seyed Morteza Emadi,UNC (Kenan-Flagler),0.028644,0.038103,0.019185,0.8333,8.0000,2
432,Masoud Kamalahmadi,Florida (Warrington),0.028611,0.019052,0.038170,0.4583,15.9167,2
433,Xuying Zhao,Texas A&M (Mays),0.028409,0.029639,0.027178,0.6667,11.3333,2
434,John Yao,Columbia,0.028333,0.012701,0.043965,0.3333,18.3333,1
435,Panos Markou,Virginia (Darden),0.028089,0.025402,0.030775,0.5833,12.8333,2
436,Henry Lam,Michigan (Ross),0.028082,0.046572,0.009592,1.0000,4.0000,1
436,Prasanna B. Tambe,Wharton (UPenn),0.028082,0.046572,0.009592,1.0000,4.0000,1
438,Mehmet Sekip Altug,Virginia (Darden),0.027933,0.012701,0.043165,0.3333,18.0000,1
439,Maryam Kouchaki,Northwestern (Kellogg),0.027916,0.008469,0.047362,0.2500,19.7500,1
440,Martin A. Lariviere,Northwestern (Kellogg),0.027534,0.012701,0.042366,0.3333,17.6667,1
441,Laurens G. Debo,Dartmouth (Tuck),0.027445,0.038103,0.016787,0.8333,7.0000,2
442,Andrew F. Siegel,UW (Foster),0.027372,0.021170,0.033573,0.5000,14.0000,1
442,Kris Johnson Ferreira,Harvard,0.027372,0.021170,0.033573,0.5000,14.0000,1
444,Tingliang Huang,Boston College (Carroll),0.027134,0.012701,0.041567,0.3333,17.3333,1
445,Suresh Muthulingam,Penn State (Smeal),0.027045,0.038103,0.015987,0.8333,6.6667,2
446,Ravi Bapna,Minnesota (Carlson),0.027001,0.018630,0.035372,0.4500,14.7500,2
447,Daniel Russo,Columbia,0.026883,0.046572,0.007194,1.0000,3.0000,1
447,Thomas L. Magnanti,MIT,0.026883,0.046572,0.007194,1.0000,3.0000,1
449,Andres F. Jola-Sanchez,Texas A&M (Mays),0.026772,0.021170,0.032374,0.5000,13.5000,1
450,Amitabh Sinha,UW (Foster),0.026734,0.012701,0.040767,0.3333,17.0000,1
450,Konstantinos I. Stouras,SMU (Cox),0.026734,0.012701,0.040767,0.3333,17.0000,1
450,Raul O. Chao,Virginia (Darden),0.026734,0.012701,0.040767,0.3333,17.0000,1
453,Xianjun Geng,UT Dallas,0.026717,0.008469,0.044964,0.2500,18.7500,1
454,Scott Rodilitz,UCLA (Anderson),0.026501,0.050804,0.002198,1.0833,0.9167,3
455,Yehua Wei,Duke (Fuqua),0.026410,0.029639,0.023182,0.6667,9.6667,2
456,Baek Jung Kim,UBC (Sauder),0.026335,0.012701,0.039968,0.3333,16.6667,1
456,Muhammad Zia Hydari,Wharton (UPenn),0.026335,0.012701,0.039968,0.3333,16.6667,1
456,Rahul Telang,Carnegie Mellon (Tepper),0.026335,0.012701,0.039968,0.3333,16.6667,1
456,William M. Marella,Wharton (UPenn),0.026335,0.012701,0.039968,0.3333,16.6667,1
460,Zhen Lian,Yale,0.026246,0.038103,0.014388,0.8333,6.0000,2
461,Candace Cravey,Virginia (Darden),0.026173,0.021170,0.031175,0.5000,13.0000,1
461,Dmitri Kuksov,UT Dallas,0.026173,0.021170,0.031175,0.5000,13.0000,1
461,Fatma Kılınç-Karzan,Carnegie Mellon (Tepper),0.026173,0.021170,0.031175,0.5000,13.0000,1
461,Tim Eisert,SMU (Cox),0.026173,0.021170,0.031175,0.5000,13.0000,1
465,Mehmet Gümüş,McGill (Desautels),0.026139,0.022862,0.029417,0.5333,12.2667,2
466,Brad Greenwood,Virginia (Darden),0.026117,0.008469,0.043765,0.2500,18.2500,1
466,Jeffery McCullough,Michigan (Ross),0.026117,0.008469,0.043765,0.2500,18.2500,1
466,Kartik K. Ganju,McGill (Desautels),0.026117,0.008469,0.043765,0.2500,18.2500,1
469,Irene Lo,Stanford,0.026090,0.025402,0.026779,0.5833,11.1667,2
470,Noah Gans,Wharton (UPenn),0.026011,0.029639,0.022382,0.6667,9.3333,2
470,Özge Yapar,Indiana (Kelley),0.026011,0.029639,0.022382,0.6667,9.3333,2
472,Jay Simon,UW (Foster),0.025684,0.046572,0.004796,1.0000,2.0000,1
473,Jacob Feldman,UW (Foster),0.025591,0.025402,0.025779,0.5833,10.7500,2
474,Ali Hajjar,Harvard,0.025573,0.021170,0.029976,0.5000,12.5000,1
474,Gary E. Bolton,UT Dallas,0.025573,0.021170,0.029976,0.5000,12.5000,1
474,Gregor Matvos,Chicago (Booth),0.025573,0.021170,0.029976,0.5000,12.5000,1
474,Oguzhan Alagoz,Wisconsin-Madison,0.025573,0.021170,0.029976,0.5000,12.5000,1
474,Zhiguo He,Chicago (Booth),0.025573,0.021170,0.029976,0.5000,12.5000,1
479,Antonio Moreno,Harvard,0.025535,0.012701,0.038369,0.3333,16.0000,1
479,Heng Zhang,USC (Marshall),0.025535,0.012701,0.038369,0.3333,16.0000,1
479,Jinglong Zhao,MIT,0.025535,0.012701,0.038369,0.3333,16.0000,1
482,Yining Wang,UT Dallas,0.025211,0.029639,0.020783,0.6667,8.6667,2
483,Chenghuai Li,Duke (Fuqua),0.025136,0.012701,0.037570,0.3333,15.6667,1
483,Elliot Bendoly,Ohio State (Fisher),0.025136,0.012701,0.037570,0.3333,15.6667,1
485,Anh Le,Penn State (Smeal),0.024974,0.021170,0.028777,0.5000,12.0000,1
485,Ilya O. Ryzhov,Maryland (Smith),0.024974,0.021170,0.028777,0.5000,12.0000,1
485,Scott Joslin,USC (Marshall),0.024974,0.021170,0.028777,0.5000,12.0000,1
485,Ye Chen,Virginia (Darden),0.024974,0.021170,0.028777,0.5000,12.0000,1
489,Robert L. Winkler,Duke (Fuqua),0.024918,0.008469,0.041367,0.2500,17.2500,1
490,Hongda Zhong,UT Dallas,0.024485,0.046572,0.002398,1.0000,1.0000,1
491,Qingxia Kong,SMU (Cox),0.024307,0.005929,0.042686,0.2000,17.8000,1
492,Feng Zhu,MIT,0.024086,0.046572,0.001599,1.0000,0.6667,3
493,Emily W. Choi,UT Dallas,0.023937,0.012701,0.035172,0.3333,14.6667,1
493,Eva Labro,UNC (Kenan-Flagler),0.023937,0.012701,0.035172,0.3333,14.6667,1
493,Stephen Glaeser,UNC (Kenan-Flagler),0.023937,0.012701,0.035172,0.3333,14.6667,1
496,Amine Allouah,Columbia,0.023775,0.021170,0.026379,0.5000,11.0000,1
496,Francois Margot,Carnegie Mellon (Tepper),0.023775,0.021170,0.026379,0.5000,11.0000,1
498,William B. Haskell,Purdue (Daniels),0.023613,0.029639,0.017586,0.6667,7.3333,2
499,Ann P. Bartel,Columbia,0.023537,0.012701,0.034372,0.3333,14.3333,1
499,Humoud Alsabah,UW (Foster),0.023537,0.012701,0.034372,0.3333,14.3333,1
499,Iavor Bojinov,Harvard,0.023537,0.012701,0.034372,0.3333,14.3333,1
499,Justin Jia,Purdue (Daniels),0.023537,0.012701,0.034372,0.3333,14.3333,1
503,Berkeley J. Dietvorst,Chicago (Booth),0.023286,0.046572,0.000000,1.0000,0.0000,1
504,Reza Ahmadi,UCLA (Anderson),0.023213,0.029639,0.016787,0.6667,7.0000,2
504,Sriram Dasu,USC (Marshall),0.023213,0.029639,0.016787,0.6667,7.0000,2
506,Morvarid Rahmani,Georgia Tech (Scheller),0.023175,0.021170,0.025180,0.5000,10.5000,1
506,Terry A. Taylor,UC Berkeley (Haas),0.023175,0.021170,0.025180,0.5000,10.5000,1
508,A. Yeşim Orhun,Michigan (Ross),0.023137,0.012701,0.033573,0.3333,14.0000,1
508,Carol Peden,USC (Marshall),0.023137,0.012701,0.033573,0.3333,14.0000,1
508,Yan Huang,Carnegie Mellon (Tepper),0.023137,0.012701,0.033573,0.3333,14.0000,1
511,Joshua Lewis,NYU (Stern),0.023048,0.038103,0.007994,0.8333,3.3333,2
512,Ashwin Venkataraman,Harvard,0.022737,0.012701,0.032774,0.3333,13.6667,1
512,Can Küçükgül,UT Dallas,0.022737,0.012701,0.032774,0.3333,13.6667,1
512,Clifford Stein,Columbia,0.022737,0.012701,0.032774,0.3333,13.6667,1
512,Evgeny Kagan,Michigan (Ross),0.022737,0.012701,0.032774,0.3333,13.6667,1
512,Guangwen Kong,Minnesota (Carlson),0.022737,0.012701,0.032774,0.3333,13.6667,1
512,Kris J. Ferreira,Harvard,0.022737,0.012701,0.032774,0.3333,13.6667,1
512,Lakshminarayanan Subramanian,NYU (Stern),0.022737,0.012701,0.032774,0.3333,13.6667,1
512,Sampath Rajagopalan,USC (Marshall),0.022737,0.012701,0.032774,0.3333,13.6667,1
512,Shreyas Sekar,Toronto (Rotman),0.022737,0.012701,0.032774,0.3333,13.6667,1
512,Van-Anh Truong,Columbia,0.022737,0.012701,0.032774,0.3333,13.6667,1
522,Negar Soheili,UIUC (Gies),0.022693,0.025402,0.019984,0.5833,8.3333,2
522,Qihang Lin,Iowa (Tippie),0.022693,0.025402,0.019984,0.5833,8.3333,2
524,K. Drakopoulos,USC (Marshall),0.022575,0.021170,0.023981,0.5000,10.0000,1
524,Nikhil Garg,Cornell,0.022575,0.021170,0.023981,0.5000,10.0000,1
524,R. S. Randhawa,USC (Marshall),0.022575,0.021170,0.023981,0.5000,10.0000,1
527,Chenguang (Allen) Wu,Northwestern (Kellogg),0.022338,0.012701,0.031974,0.3333,13.3333,1
527,Elena Belavina,Cornell,0.022338,0.012701,0.031974,0.3333,13.3333,1
527,Hyuck David Chung,Michigan (Ross),0.022338,0.012701,0.031974,0.3333,13.3333,1
527,Ohad Perry,Northwestern (Kellogg),0.022338,0.012701,0.031974,0.3333,13.3333,1
527,Yue Maggie Zhou,Michigan (Ross),0.022338,0.012701,0.031974,0.3333,13.3333,1
532,Paul Glasserman,Columbia,0.022049,0.038103,0.005995,0.8333,2.5000,2
533,Christos Tzamos,Wisconsin-Madison,0.021976,0.021170,0.022782,0.5000,9.5000,1
533,Seokwoo Lee,Michigan (Ross),0.021976,0.021170,0.022782,0.5000,9.5000,1
535,Amit Basu,SMU (Cox),0.021538,0.012701,0.030376,0.3333,12.6667,1
535,Rajiv Mukherjee,SMU (Cox),0.021538,0.012701,0.030376,0.3333,12.6667,1
535,Sreekumar Bhaskaran,SMU (Cox),0.021538,0.012701,0.030376,0.3333,12.6667,1
538,Meng Qi,Cornell,0.021384,0.003028,0.039740,0.1429,16.5714,1
538,Yuanyuan Shi,UC San Diego (Rady),0.021384,0.003028,0.039740,0.1429,16.5714,1
538,Zuo-Jun (Max) Shen,Cornell,0.021384,0.003028,0.039740,0.1429,16.5714,1
541,Mariana Khapko,Toronto (Rotman),0.021376,0.021170,0.021583,0.5000,9.0000,1
541,Marius Zoican,Toronto (Rotman),0.021376,0.021170,0.021583,0.5000,9.0000,1
543,Oliver Levine,Wisconsin-Madison,0.020777,0.021170,0.020384,0.5000,8.5000,1
543,Weihua Zhang,UBC (Sauder),0.020777,0.021170,0.020384,0.5000,8.5000,1
545,Hanzhang Qin,MIT,0.020739,0.012701,0.028777,0.3333,12.0000,1
546,Dennis J. Zhang,Northwestern (Kellogg),0.020704,0.004237,0.037170,0.1667,15.5000,1
546,Eric Park,UBC (Sauder),0.020704,0.004237,0.037170,0.1667,15.5000,1
546,Robert S. Young,Indiana (Kelley),0.020704,0.004237,0.037170,0.1667,15.5000,1
549,Deeksha Sinha,MIT,0.020599,0.014820,0.026379,0.3750,11.0000,2
550,Emre M. Demirezen,Florida (Warrington),0.020422,0.008469,0.032374,0.2500,13.5000,1
550,Ramkumar Janakiraman,Columbia,0.020422,0.008469,0.032374,0.2500,13.5000,1
552,Jong Myeong Lim,Florida (Warrington),0.020415,0.029639,0.011191,0.6667,4.6667,2
553,Alan L. Erera,Georgia Tech (Scheller),0.020339,0.012701,0.027978,0.3333,11.6667,1
553,Alejandro Toriello,Georgia Tech (Scheller),0.020339,0.012701,0.027978,0.3333,11.6667,1
553,Alexander M. Stroh,Georgia Tech (Scheller),0.020339,0.012701,0.027978,0.3333,11.6667,1
553,Jeremy J. Kalas,MIT,0.020339,0.012701,0.027978,0.3333,11.6667,1
553,Jerry Anunrojwong,Columbia,0.020339,0.012701,0.027978,0.3333,11.6667,1
553,Katharina Lewellen,Dartmouth (Tuck),0.020339,0.012701,0.027978,0.3333,11.6667,1
553,Krishnamurthy Iyer,Minnesota (Carlson),0.020339,0.012701,0.027978,0.3333,11.6667,1
553,Manuel Adelino,Duke (Fuqua),0.020339,0.012701,0.027978,0.3333,11.6667,1
553,W. Ben McCartney,Purdue (Daniels),0.020339,0.012701,0.027978,0.3333,11.6667,1
562,Soheil Ghili,Yale,0.020251,0.038103,0.002398,0.8333,1.0000,2
563,Susan J. Lambert,Chicago (Booth),0.020122,0.008469,0.031775,0.2500,13.2500,1
564,Abhishek Deshmane,Georgia Tech (Scheller),0.020051,0.038103,0.001998,0.8333,0.8333,2
565,Christian Kaps,Wharton (UPenn),0.019940,0.012701,0.027178,0.3333,11.3333,1
565,Harshita Kajaria-Montag,Indiana (Kelley),0.019940,0.012701,0.027178,0.3333,11.3333,1
565,Nachiketa Sahoo,Boston U (Questrom),0.019940,0.012701,0.027178,0.3333,11.3333,1
565,Philipp Strack,UC Berkeley (Haas),0.019940,0.012701,0.027178,0.3333,11.3333,1
565,Yicheng Song,Minnesota (Carlson),0.019940,0.012701,0.027178,0.3333,11.3333,1
565,Yue Hu,Columbia,0.019940,0.012701,0.027178,0.3333,11.3333,1
571,Lauren Xiaoyuan Lu,Dartmouth (Tuck),0.019578,0.021170,0.017986,0.5000,7.5000,1
571,Raghav Singal,Columbia,0.019578,0.021170,0.017986,0.5000,7.5000,1
573,Meng Qi,UC Berkeley (Haas),0.019540,0.012701,0.026379,0.3333,11.0000,1
573,Ruslan Momot,Michigan (Ross),0.019540,0.012701,0.026379,0.3333,11.0000,1
573,Sentao Miao,Colorado (Leeds),0.019540,0.012701,0.026379,0.3333,11.0000,1
573,Yanzhe (Murray) Lei,MIT,0.019540,0.012701,0.026379,0.3333,11.0000,1
573,Ying Cao,UC Berkeley (Haas),0.019540,0.012701,0.026379,0.3333,11.0000,1
573,Zuo-Jun (Max) Shen,UC Berkeley (Haas),0.019540,0.012701,0.026379,0.3333,11.0000,1
579,Gordon Burtch,Boston U (Questrom),0.019140,0.012701,0.025580,0.3333,10.6667,1
579,Rui Sun,MIT,0.019140,0.012701,0.025580,0.3333,10.6667,1
579,Stanley Frederick W. T. Lim,Michigan (Ross),0.019140,0.012701,0.025580,0.3333,10.6667,1
579,Yash Babar,Wisconsin-Madison,0.019140,0.012701,0.025580,0.3333,10.6667,1
583,Luca Maini,Harvard,0.018978,0.021170,0.016787,0.5000,7.0000,1
584,A. Max Reppen,Boston U (Questrom),0.018741,0.012701,0.024780,0.3333,10.3333,1
584,Yunzong Xu,MIT,0.018741,0.012701,0.024780,0.3333,10.3333,1
