paper_key,year,title,journal,status,published_or_forthcoming,doi,authors,author_affiliations_at_publication,school_credit_map,keep_om,exclude_reason,citation_count,citation_source,citation_url,citation_last_checked_date,google_scholar_citations,google_scholar_url,citations_last_checked_date,notes,ms_department,discipline_bucket,dept_confidence,dept_signals,abstract_excerpt,business_school_affiliation
doi:10.1287/opre.2015.1455,2016,Finding Rumor Sources on Random Trees,Operations Research,,published,10.1287/opre.2015.1455,Devavrat Shah; Tauhid Zaman,"[{""author"": ""Devavrat Shah"", ""affiliations"": [""Department of Electrical Engineering and Computer Science, Massachusetts Institute of Technology, Cambridge, Massachusetts 02139""]}, {""author"": ""Tauhid Zaman"", ""affiliations"": [""Sloan School of Management, Massachusetts Institute of Technology, Cambridge, Massachusetts 02139""]}]",,1,,,,,,,,,source=crossref,Operations Research,OM_OR,0.88,journal=OR | auto_broad_or,"We consider the problem of detecting the source of a rumor which has spread in a network using only observations about which set of nodes are infected with the rumor and with no information as to when these nodes became infected. In a recent work ( Shah and Zaman 2010 ), this rumor source detection problem was introduced and studied. The authors proposed the graph score function rumor centrality as an estimator for detecting the source. They establish it to be the maximum likelihood estimator with respect to the popular Susceptible Infected (SI) model with exponential spreading times for regular trees. They showed that as the size of the infected graph increases, for a path graph (2-regular ",yes
doi:10.1287/opre.2015.1470,2016,Handling Discontinuities in Financial Engineering: Good Path Simulation and Smoothing,Operations Research,,published,10.1287/opre.2015.1470,Xiaoqun Wang,"[{""author"": ""Xiaoqun Wang"", ""affiliations"": [""Department of Mathematical Sciences, Tsinghua University, Beijing 100084, China""]}]",,1,,,,,,,,,source=crossref,Operations Research,OM_OR,0.88,journal=OR | auto_broad_or,"Discontinuities are common in the pricing and hedging of complex financial derivatives. Quasi-Monte Carlo (QMC) methods for high-dimensional finance problems with discontinuities can be inefficient because of the lack of good smoothness and high dimensionality. Interestingly, path simulation method (PSM) may affect both factors, implying its significance in QMC methods. What defines a “good” PSM for problems with discontinuities? The ability to align the discontinuities with the coordinate axes is a desirable property for a PSM. We show that for an arbitrary PSM, there exists a class of options with discontinuous payoff functions such that the transformed functions have only axis-parallel di",no
doi:10.1287/opre.2015.1420,2016,Hidden Illiquidity with Multiple Central Counterparties,Operations Research,,published,10.1287/opre.2015.1420,Paul Glasserman; Ciamac C. Moallemi; Kai Yuan,"[{""author"": ""Paul Glasserman"", ""affiliations"": [""Graduate School of Business, Columbia University, New York, New York 10027""]}, {""author"": ""Ciamac C. Moallemi"", ""affiliations"": [""Graduate School of Business, Columbia University, New York, New York 10027""]}, {""author"": ""Kai Yuan"", ""affiliations"": [""Graduate School of Business, Columbia University, New York, New York 10027""]}]",,1,,,,,,,,,source=crossref,Operations Research,OM_OR,0.88,journal=OR | auto_broad_or,"Regulatory changes are transforming the multitrillion dollar swaps market from a network of bilateral contracts to one in which swaps are cleared through central counterparties (CCPs). The stability of the new framework depends on the CCPs’ resilience. Margin requirements are a CCP’s first line of defense against the default of a counterparty. To capture liquidity costs at default, margin requirements need to increase superlinearly in position size. However, convex margin requirements create an incentive for a swaps dealer to split its positions across multiple CCPs, effectively “hiding” potential liquidation costs from each CCP. To compensate, each CCP needs to set higher margin requirement",yes
doi:10.1287/opre.2016.1516,2016,Hierarchical Benders Decomposition for Open-Pit Mine Block Sequencing,Operations Research,,published,10.1287/opre.2016.1516,Thomas W. M. Vossen; R. Kevin Wood; Alexandra M. Newman,"[{""author"": ""Thomas W. M. Vossen"", ""affiliations"": [""Leeds School of Business, University of Colorado at Boulder, Boulder, Colorado 80309""]}, {""author"": ""R. Kevin Wood"", ""affiliations"": [""Operations Research Department, Naval Postgraduate School, Monterey, California 93943""]}, {""author"": ""Alexandra M. Newman"", ""affiliations"": [""Department of Mechanical Engineering, Colorado School of Mines, Golden, Colorado 80401""]}]",,1,,,,,,,,,source=crossref,Optimization/Stochastic Models,OM_OR,0.92,kw=or_math | auto_broad_or,"The open-pit mine block sequencing problem (OPBS) models a deposit of ore and surrounding material near the Earth’s surface as a three-dimensional grid of blocks. A solution in discretized time identifies a profit-maximizing extraction (mining) schedule for the blocks. Our model variant, a mixed-integer program (MIP), presumes a predetermined destination for each extracted block, namely, processing plant or waste dump. The MIP incorporates standard constructs but also adds not-so-standard lower bounds on resource consumption in each time period and allows fractional block extraction in a novel fashion while still enforcing pit-wall slope restrictions. A new extension of nested Benders decomp",yes
doi:10.1287/opre.2016.1533,2016,Household-Level Economies of Scale in Transportation,Operations Research,,published,10.1287/opre.2016.1533,John Gunnar Carlsson; Mehdi Behroozi; Raghuveer Devulapalli; Xiangfei Meng,"[{""author"": ""John Gunnar Carlsson"", ""affiliations"": [""Epstein Department of Industrial and Systems Engineering, University of Southern California, Los Angeles, California 90089""]}, {""author"": ""Mehdi Behroozi"", ""affiliations"": [""Epstein Department of Industrial and Systems Engineering, University of Southern California, Los Angeles, California 90089""]}, {""author"": ""Raghuveer Devulapalli"", ""affiliations"": [""Computational lithography group, Intel Corporation, Hillsboro, Oregon 97124""]}, {""author"": ""Xiangfei Meng"", ""affiliations"": [""Epstein Department of Industrial and Systems Engineering, University of Southern California, Los Angeles, California 90089""]}]",,1,,,,,,,,,source=crossref,Operations Research,OM_OR,0.88,journal=OR | auto_broad_or,"One of the fundamental concerns in the analysis of logistical systems is the trade-off between localized, independent provision of goods and services versus provision along a centralized infrastructure such as a backbone network. One phenomenon in which this trade-off has recently been made manifest is the transition of businesses from traditional brick-and-mortar stores to retail sales facilitated via e-commerce, such as grocery delivery services. Conventional wisdom would dictate that such services ought to be more efficient—say from the perspective of the overall carbon footprint—because of the economy of scale achieved by aggregating demand through a delivery van, as opposed to the many ",no
doi:10.1287/opre.2016.1568,2016,In This Issue,Operations Research,,published,10.1287/opre.2016.1568,,[],,1,,,,,,,,,source=crossref,Operations Research,OM_OR,0.88,journal=OR | auto_default_or,,no
doi:10.1287/opre.2016.1563,2016,In This Issue,Operations Research,,published,10.1287/opre.2016.1563,,[],,1,,,,,,,,,source=crossref,Operations Research,OM_OR,0.88,journal=OR | auto_default_or,,no
doi:10.1287/opre.2016.1543,2016,In This Issue,Operations Research,,published,10.1287/opre.2016.1543,,[],,1,,,,,,,,,source=crossref,Operations Research,OM_OR,0.88,journal=OR | auto_default_or,,no
doi:10.1287/opre.2015.1475,2016,In This Issue,Operations Research,,published,10.1287/opre.2015.1475,,[],,1,,,,,,,,,source=crossref,Operations Research,OM_OR,0.88,journal=OR | auto_default_or,,no
doi:10.1287/opre.2016.1492,2016,In This Issue,Operations Research,,published,10.1287/opre.2016.1492,,[],,1,,,,,,,,,source=crossref,Operations Research,OM_OR,0.88,journal=OR | auto_default_or,,no
doi:10.1287/opre.2016.1518,2016,In This Issue,Operations Research,,published,10.1287/opre.2016.1518,,[],,1,,,,,,,,,source=crossref,Operations Research,OM_OR,0.88,journal=OR | auto_default_or,,no
doi:10.1287/opre.2016.1530,2016,Indifference-Zone-Free Selection of the Best,Operations Research,,published,10.1287/opre.2016.1530,Weiwei Fan; L. Jeff Hong; Barry L. Nelson,"[{""author"": ""Weiwei Fan"", ""affiliations"": [""Department of Management Science, School of Management, University of Science and Technology of China, Hefei, China""]}, {""author"": ""L. Jeff Hong"", ""affiliations"": [""Department of Economics and Finance and Department of Management Sciences, College of Business, City University of Hong Kong, Kowloon Tong, Hong Kong""]}, {""author"": ""Barry L. Nelson"", ""affiliations"": [""Department of Industrial Engineering and Management Sciences, Northwestern University, Evanston, Illinois 60208""]}]",,1,,,,,,,,,source=crossref,Operations Research,OM_OR,0.88,journal=OR | auto_default_or,"Many procedures have been proposed in the literature to select the simulated alternative with the best mean performance from a finite set of alternatives. Among these procedures, frequentist procedures are typically designed under either the subset-selection (SS) formulation or the indifference-zone (IZ) formulation. Both formulations may encounter problems when the goal is to select the unique best alternative for any configuration of the means. In particular, SS procedures may return a subset that contains more than one alternative, and IZ procedures hinge on the relationship between the chosen IZ parameter and the true mean differences that is unknown to decision makers a priori. In this ",yes
doi:10.1287/opre.2016.1476,2016,Inducing Environmental Disclosures: A Dynamic Mechanism Design Approach,Operations Research,,published,10.1287/opre.2016.1476,Shouqiang Wang; Peng Sun; Francis de Véricourt,"[{""author"": ""Shouqiang Wang"", ""affiliations"": [""Naveen Jindal School of Management, The University of Texas at Dallas, Richardson, Texas 75080""]}, {""author"": ""Peng Sun"", ""affiliations"": [""Fuqua School of Business, Duke University, Durham, North Carolina 27708""]}, {""author"": ""Francis de V\u00e9ricourt"", ""affiliations"": [""ESMT European School of Management and Technology, 10178 Berlin, Germany""]}]",,1,,,,,,,,,source=crossref,Optimization/Stochastic Models,OM_OR,0.92,kw=or_math | auto_broad_or,"This paper studies the design of voluntary disclosure regulations for a firm that faces a stochastic environmental hazard. The occurrence of such a hazard is known only to the firm. The regulator, if finding a hazard, collects a fine and mandates the firm to perform costly remediation that reduces the environmental damage. The regulator may inspect the firm at any time to uncover the hazard. However, because inspections are costly, the regulator also offers a reward to the firm for voluntarily disclosing the hazard. The reward corresponds to either a subsidy or a reduced fine, depending on whether it is positive or negative. Thus, the regulator needs to dynamically determine the reward and i",yes
doi:10.1287/opre.2016.1540,2016,Inhomogeneous Financial Networks and Contagious Links,Operations Research,,published,10.1287/opre.2016.1540,Hamed Amini; Andreea Minca,"[{""author"": ""Hamed Amini"", ""affiliations"": [""Department of Mathematics, University of Miami, Coral Gables, Florida 33124""]}, {""author"": ""Andreea Minca"", ""affiliations"": [""School of Operations Research and Information Engineering, Cornell University, Ithaca, New York 14850""]}]",,1,,,,,,,,,source=crossref,Operations Research,OM_OR,0.88,journal=OR | auto_broad_or,"We propose a framework for testing the possibility of large cascades in financial networks. This framework accommodates a variety of specifications for the probabilities of emergence of “contagious links” conditional on a macroeconomic shock, where a contagious link leads to the default of a bank following the default of its counterparty. Under general contagion mechanisms and incomplete information, the financial network is modeled as an inhomogeneous random graph, where the conditional probabilities of having contagious links depend on banks’ characteristics. We give different bounds on the size of the cascade through contagious links and derive testable conditions for this cascade to be s",no
