school,author,counted_author_credits_2021_2025,unique_papers_2021_2025,sample_affiliation
NYU (Stern),Arun Sundararajan,1,1,"Stern School of Business, New York University, New York, New York 10012"
NYU (Stern),Hanna Halaburda,1,1,"Department of Technology, Operations and Statistics, Stern School of Business, New York University, New York, New York 10012"
NYU (Stern),Josh Reed,1,1,"Leonard N. Stern School of Business, New York University, New York, New York 10012"
NYU (Stern),Kevin Jiao,1,1,"Stern School of Business, New York University, New York 10012"
NYU (Stern),Zekun Liu,1,1,"Stern School of Business, New York University, New York, New York 10012;"
NYU (Stern),Shixin Wang,1,1,"Department of Technology, Operations, and Statistics, Stern School of Business, New York University, New York, New York 10012;"
NYU (Stern),Xinyu Cao,1,1,"Leonard N. Stern School of Business, New York University, New York, New York 10012; ; The Chinese University of Hong Kong, Sha Tin, NT, Hong Kong;"
Harvard,Kris Johnson Ferreira,3,3,"Harvard Business School, Technology and Operations Management, Boston, Massachusetts 02163;"
Harvard,Ryan W. Buell,3,3,"Harvard Business School, Boston, Massachusetts 02163"
Harvard,Antonio Moreno,3,3,"Harvard Business School, Boston, Massachusetts 02163"
Harvard,Elisabeth Paulson,3,3,"Harvard Business School, Soldiers Field, Boston, Massachusetts 02163"
Harvard,Kris J. Ferreira,2,2,"Harvard Business School, Boston, Massachusetts 02163"
Harvard,Joel Goh,2,2,"Department of Analytics and Operations, NUS Business School, Singapore 119245, Singapore; ; NUS Global Asia Institute, National University of Singapore, Singapore 119076, Singapore; ; Harvard Business School, Boston, Massachusetts 02163"
Harvard,Michael Lingzhi Li,2,2,"Harvard Business School, Harvard University, Cambridge, Massachusetts 02163"
Harvard,Shreyas Sekar,1,1,"Harvard Business School, Harvard University, Boston, Massachusetts 02163;"
Harvard,Boris Groysberg,1,1,"Harvard Business School, Boston, Massachusetts 02163;"
Harvard,Paul Healy,1,1,"Harvard Business School, Boston, Massachusetts 02163;"
Harvard,Jacqueline N. Lane,1,1,"Harvard Business School, Boston, Massachusetts 02163;"
Harvard,Michael Menietti,1,1,"Harvard Business School, Boston, Massachusetts 02163; ; Laboratory for Innovation Science at Harvard, Boston, Massachusetts 02134;"
Harvard,Karim R. Lakhani,1,1,"Harvard Business School, Boston, Massachusetts 02163; ; Laboratory for Innovation Science at Harvard, Boston, Massachusetts 02134;"
Harvard,Iavor Bojinov,1,1,"Technology and Operations Management Unit, Harvard Business School, Boston, Massachusetts 02163;"
Harvard,Edward McFowland,1,1,"Harvard Business School, Harvard University, Boston, Massachusetts 02163;"
Harvard,Rowan P. Clarke,1,1,"Harvard Business School, Harvard University, Boston, Massachusetts 02163"
Harvard,Katherine B. Coffman,1,1,"Harvard Business School, Boston, Massachusetts 02163;"
Harvard,Tiona Zuzul,1,1,"Harvard Business School, Harvard University, Boston, Massachusetts 02163"
Harvard,Katherine Coffman,1,1,"Harvard Business School, Boston, Massachusetts 02163"
Harvard,David E. Bell,1,1,"Harvard Business School, Boston, Massachusetts 02163"
Harvard,Natalie Epstein,1,1,"Harvard Business School, Cambridge, Massachusetts 02163"
Harvard,Christian Kaps,1,1,"Harvard Business School, Boston, Massachusetts 02163"
Harvard,Michael I. Norton,1,1,"Marketing Department, Harvard Business School, Boston, Massachusetts 02163"
Harvard,Feng Zhu,1,1,"Harvard Business School, Harvard University, Cambridge, Massachusetts 02163"
Harvard,Michael Toffel,1,1,"Technology & Operations Management Unit, Harvard Business School, Boston, Massachusetts 02163"
Harvard,Ananth Raman,1,1,"Harvard Business School, Technology & Operations Management Unit, Boston, Massachusetts 02163"
Harvard,Matthew DosSantos DiSorbo,1,1,"Harvard Business School, Boston, Massachusetts 02163"
Duke (Fuqua),Jing-Sheng Song,12,12,"Duke University, Fuqua School of Business, Durham, North Carolina 27708"
Duke (Fuqua),N. Bora Keskin,10,10,"Duke University, Fuqua School of Business, Durham, North Carolina 27708"
Duke (Fuqua),Ali Makhdoumi,8,8,"Fuqua School of Business, Duke University, Durham, North Carolina 27708;"
Duke (Fuqua),Peng Sun,7,7,"Fuqua School of Business, Duke University, Durham, North Carolina, 27708"
Duke (Fuqua),David B. Brown,6,6,"Fuqua School of Business, Duke University, Durham, North Carolina 27708;"
Duke (Fuqua),Robert Swinney,5,5,"Fuqua School of Business, Duke University, Durham, North Carolina 27708"
Duke (Fuqua),Yehua Wei,4,4,"The Fuqua School of Business, Duke University, North Carolina 27708"
Duke (Fuqua),Can Zhang,4,4,"Fuqua School of Business, Duke University, Durham, North Carolina 27708;"
Duke (Fuqua),Kevin Shang,3,3,"Fuqua School of Business, Duke University, Durham, North Carolina 27708"
Duke (Fuqua),Saša Pekeč,3,3,"Fuqua School of Business, Duke University, Durham, North Carolina 27708"
Duke (Fuqua),Robert L. Winkler,3,3,"The Fuqua School of Business, Duke University, Durham, North Carolina 27708"
Duke (Fuqua),Jingwei Zhang,2,2,"Fuqua School of Business, Duke University, Durham, North Carolina 27708"
Duke (Fuqua),Alexandre Belloni,2,2,"The Fuqua School of Business, Duke University, Durham, North Carolina 27708"
Duke (Fuqua),Fernando Bernstein,2,2,"Fuqua School of Business, Duke University, Durham, North Carolina 27708;"
Duke (Fuqua),Yuexing Li,1,1,"Duke University, Fuqua School of Business, Durham, North Carolina 27708"
Duke (Fuqua),Manuel Adelino,1,1,"Fuqua School of Business, Duke University, Durham, North Carolina 27708"
Duke (Fuqua),Yuan-Mao Kao,1,1,"Fuqua School of Business, Duke University, Durham, North Carolina 27708"
Duke (Fuqua),Chen-An Lin,1,1,"Fuqua School of Business, Duke University, Durham, North Carolina, 27708"
Duke (Fuqua),Jack B. Soll,1,1,"Fuqua School of Business, Duke University, Durham, North Carolina 27708;"
Duke (Fuqua),Cagin Uru,1,1,"Fuqua School of Business, Duke University, Durham, North Carolina 27708"
Duke (Fuqua),Ayoub Amil,1,1,"The Fuqua School of Business, Duke University, North Carolina 27708"
Duke (Fuqua),Chenghuai Li,1,1,"Fuqua School of Business, Duke University, Durham, North Carolina 27708"
Duke (Fuqua),Jiaming Xu,1,1,"The Fuqua School of Business, Duke University, Durham, North Carolina 27708"
Duke (Fuqua),Giuseppe Lopomo,1,1,"Fuqua School of Business, Duke University, Durham, North Carolina 27708;"
Duke (Fuqua),Paul Zipkin,1,1,"Fuqua School of Business, Duke University, Durham, North Carolina 27708;"
Duke (Fuqua),Soudipta Chakraborty,1,1,"Fuqua School of Business, Duke University, Durham, North Carolina 27708"
Duke (Fuqua),Jing-Sheng Jeannette Song,1,1,"Fuqua School of Business, Duke University, Durham, North Carolina 27708"
Duke (Fuqua),Yuan Guo,1,1,"The Fuqua School of Business, Duke University, Durham, North Carolina 27708"
Duke (Fuqua),Ali Kaan Tuna,1,1,"Fuqua School of Business, Duke University, Durham, North Carolina 27708"
Duke (Fuqua),Yue Zhang,1,1,"Fuqua School of Business, Duke University, Durham, North Carolina 27708"
Cornell,Andrew M. Davis,5,5,"Samuel Curtis Johnson Graduate School of Management, SC Johnson College of Business, Cornell University, Ithaca, New York 14853"
Cornell,Ruihao Zhu,5,5,"SC Johnson College of Business, Cornell University, Ithaca, New York 14853"
Cornell,Yao Cui,3,3,"Samuel Curtis Johnson Graduate School of Management, SC Johnson College of Business, Cornell University, Ithaca, New York 14853;"
Cornell,Meng Qi,2,2,"SC Johnson College of Business, Cornell University, Ithaca, New York 14853;"
Cornell,Vishal Gaur,2,2,"Samuel Curtis Johnson Graduate School of Management, SC Johnson College of Business, Cornell University, Ithaca, New York 14853;"
Cornell,Vincent W. Slaugh,2,2,"SC Johnson College of Business, Cornell University, Ithaca, New York 14853;"
Cornell,Rihuan Huang,1,1,"Samuel Curtis Johnson Graduate School of Management, SC Johnson College of Business, Cornell University, Ithaca, New York 14853"
Cornell,Zuo-Jun (Max) Shen,1,1,"SC Johnson College of Business, Cornell University, Ithaca, New York 14853;"
Cornell,Rakesh Allu,1,1,"SC Johnson College of Business, Cornell University, Ithaca, New York 14853;"
WashU (Olin),Panos Kouvelis,10,10,"Olin Business School, Washington University in St. Louis, St. Louis, Missouri 63130;"
WashU (Olin),Dennis J. Zhang,9,9,"Olin Business School, Washington University in St. Louis, St. Louis, Missouri 63130;"
WashU (Olin),Jacob Feldman,7,7,"Olin Business School, Washington University, St. Louis, Missouri 63130;"
WashU (Olin),Fuqiang Zhang,5,5,"Olin Business School, Washington University in St. Louis, St. Louis, Missouri 63130"
WashU (Olin),Lingxiu Dong,4,4,"Olin Business School, Washington University in St. Louis, St. Louis, Missouri 63130;"
WashU (Olin),Dennis Zhang,3,3,"John M. Olin Business School, Washington University in St. Louis, St. Louis, Missouri 63130"
WashU (Olin),Baojun Jiang,3,3,"Olin Business School, Washington University in St. Louis, St. Louis, Missouri 63130;"
WashU (Olin),Lamar Pierce,2,2,"Olin Business School, Washington University in St. Louis, St. Louis, Missouri 63130;"
WashU (Olin),Cynthia Cryder,1,1,"Olin Business School, Washington University, St. Louis, Missouri 63130;"
WashU (Olin),Deniz Akturk,1,1,"Olin Business School, Washington University in St. Louis, St. Louis, Missouri 63130"
WashU (Olin),Sinan Erzurumlu,1,1,"Olin School of Business, Babson College, Babson Park, Massachusetts 02457;"
WashU (Olin),Tat Y. Chan,1,1,"Olin Business School, Washington University in St. Louis, St. Louis, Missouri 63130;"
WashU (Olin),Yijun Chen,1,1,"Olin Business School, Washington University in St. Louis, St. Louis, Missouri 63130;"
WashU (Olin),Iva Rashkova,1,1,"Olin Business School, Washington University in St. Louis, St. Louis, Missouri 63130;"
WashU (Olin),Bing Bai,1,1,"Olin Business School, Washington University in St. Louis, St. Louis, Missouri 63130;"
WashU (Olin),Xiaoyu Wang,1,1,"Olin Business School, Washington University in St. Louis, St. Louis, Missouri 63130;"
WashU (Olin),Ye Liu,1,1,"Olin Business School, Washington University in St. Louis, St. Louis, Missouri 63130;"
WashU (Olin),Arlen Dean,1,1,"Olin Business School, Washington University in St. Louis, St. Louis, Missouri 63130"
WashU (Olin),Naveed Chehrazi,1,1,"Department of Supply Chain, Operations and Technology, Olin Business School, Washington University in St. Louis, St. Louis, Missouri 63130"
Chicago (Booth),John R. Birge,8,8,"Booth School of Business, University of Chicago, Chicago, Illinois 60637"
Chicago (Booth),Rad Niazadeh,8,8,"The University of Chicago Booth School of Business, Chicago, Illinois 60637;"
Chicago (Booth),Ozan Candogan,8,8,"Booth School of Business, University of Chicago, Chicago, Illinois 60637;"
Chicago (Booth),Linwei Xin,7,7,"Booth School of Business, University of Chicago, Chicago, Illinois 60637;"
Chicago (Booth),René Caldentey,6,6,"Booth School of Business, University of Chicago, Chicago, Illinois 60637;"
Chicago (Booth),Levi DeValve,5,5,"Booth School of Business, University of Chicago, Chicago, Illinois 60637"
Chicago (Booth),Varun Gupta,3,3,"Booth School of Business, University of Chicago, Chicago, Illinois 60637"
Chicago (Booth),Baris Ata,3,3,"Booth School of Business, University of Chicago, Chicago, Illinois 60637;"
Chicago (Booth),Yuan Zhong,2,2,"Booth School of Business, University of Chicago, Chicago, Illinois 60637;"
Chicago (Booth),Yiding Feng,2,2,"University of Chicago Booth School of Business, Chicago, Illinois 60637"
Chicago (Booth),Barış Ata,2,2,"Booth School of Business, The University of Chicago, Chicago, Illinois 60637"
Chicago (Booth),Amy Ward,2,2,"Booth School of Business, University of Chicago, Chicago, Illinois 60637;"
Chicago (Booth),Yueyang Zhong,2,2,"Booth School of Business, University of Chicago, Chicago, Illinois 60637"
Chicago (Booth),Amy R. Ward,2,2,"Booth School of Business, University of Chicago, Chicago, Illinois 60637"
Chicago (Booth),Chen Chen,1,1,"Booth School of Business, University of Chicago, Chicago, Illinois 60637"
Chicago (Booth),Chad Syverson,1,1,"Booth School of Business, University of Chicago, Chicago, Illinois 60637"
Chicago (Booth),René A. Caldentey,1,1,"Booth School of Business, The University of Chicago, Chicago, Illinois 60637"
Chicago (Booth),Andras Molnar,1,1,"Booth School of Business, University of Chicago, Chicago, Illinois 60637"
Chicago (Booth),Sendhil Mullainathan,1,1,"Booth School of Business, University of Chicago, Chicago, Illinois 60637;"
Chicago (Booth),Joshua Klayman,1,1,"The University of Chicago Booth School of Business, Chicago, Illinois 60637;"
Chicago (Booth),Erika L. Kirgios,1,1,"Department of Behavioral Science, The University of Chicago Booth School of Business, Chicago, Illinois 60637"
Chicago (Booth),Ebru Kaşıkaralar,1,1,"Booth School of Business, The University of Chicago, Chicago, Illinois 60637"
Chicago (Booth),Alex Imas,1,1,"University of Chicago Booth School of Business, Chicago, Illinois 60637"
Chicago (Booth),Yaqi Xie,1,1,"Booth School of Business, University of Chicago, Chicago, Illinois 60637"
Chicago (Booth),Antonio Castellanos,1,1,"Booth School of Business, University of Chicago, Chicago, Illinois 60637"
Chicago (Booth),Berkeley J. Dietvorst,1,1,"The University of Chicago Booth School of Business, Chicago, Illinois 60637"
Chicago (Booth),Haihao Lu,1,1,"Booth School of Business, The University of Chicago, Chicago, Illinois 60637"
Chicago (Booth),Angelos Aveklouris,1,1,"Booth School of Business, University of Chicago, Chicago, Illinois 60637"
Chicago (Booth),Maximiliano Stock,1,1,"Booth School of Business, University of Chicago, Chicago, Illinois 60637"
Chicago (Booth),Yanyang Zhao,1,1,"Booth School of Business, University of Chicago, Chicago, Illinois 60637"
Chicago (Booth),Tong Xie,1,1,"Booth School of Business, University of Chicago, Chicago, Illinois 60637"
Chicago (Booth),John Birge,1,1,"Booth School of Business, University of Chicago, Chicago, Illinois 60637;"
Chicago (Booth),Hongfan Chen,1,1,"Booth School of Business, University of Chicago, Chicago, Illinois 60637;"
Chicago (Booth),Fabricio Previgliano,1,1,"University of Chicago Booth School of Business, Chicago, Illinois 60637"
Chicago (Booth),Nicole DeHoratius,1,1,"Booth School of Business, University of Chicago, Chicago, Illinois 60637;"
Chicago (Booth),Daniel Adelman,1,1,"Booth School of Business, The University of Chicago, Chicago, Illinois 60637;"
USC (Marshall),Paat Rusmevichientong,11,11,"Marshall School of Business, University of Southern California, Los Angeles, California 90089;"
USC (Marshall),Vishal Gupta,4,4,"Data Science and Operations, University of Southern California Marshall School of Business, Los Angeles, California 90089"
USC (Marshall),Somya Singhvi,4,4,"Marshall School of Business, University of Southern California, Los Angeles, California 90005"
USC (Marshall),Hamid Nazerzadeh,3,3,"Marshall Business School, University of Southern California, Los Angeles, California 90089 ; Uber Technologies, San Francisco, California 94103"
USC (Marshall),Sriram Dasu,3,3,"Marshall School of Business, University of Southern California, Los Angeles, California 90089;"
USC (Marshall),Greys Sošić,2,2,"Marshall School of Business, University of Southern California, Los Angeles, California 90089;"
USC (Marshall),Peng Shi,2,2,"Marshall School of Business, University of Southern California, Los Angeles, California 90089"
USC (Marshall),Andrew Daw,2,2,"Marshall School of Business, University of Southern California, Los Angeles, California 90089"
USC (Marshall),Michael Huang,2,2,"Marshall School of Business, University of Southern California, Los Angeles, California 90089"
USC (Marshall),Tianshu Sun,2,2,"Marshall School of Business, University of Southern California, Los Angeles, California 90089;"
USC (Marshall),Song-Hee Kim,1,1,"Marshall School of Business, University of Southern California, Los Angeles, California 90089;"
USC (Marshall),Hailong Cui,1,1,"Marshall School of Business, University of Southern California, Los Angeles, California 90089; ; Carlson School of Management, University of Minnesota, Minneapolis, Minnesota 55455"
USC (Marshall),Scott Joslin,1,1,"USC Marshall School of Business, University of Southern California, Los Angeles, California 90089"
USC (Marshall),K. Drakopoulos,1,1,"Marshall School of Business, University of Southern California, Los Angeles, California 90089"
USC (Marshall),R. S. Randhawa,1,1,"Marshall School of Business, University of Southern California, Los Angeles, California 90089"
USC (Marshall),Adel Javanmard,1,1,"Data Sciences and Operations Department, USC Marshall School of Business, University of Southern California, Los Angeles, California 90089;"
USC (Marshall),Kimon Drakopoulos,1,1,"Marshall School of Business, University of Southern California, Los Angeles, California 90089"
USC (Marshall),Jinchi Lv,1,1,"Marshall School of Business, University of Southern California, Los Angeles, California 90089;"
USC (Marshall),Leon Yang Chu,1,1,"Marshall School of Business, University of Southern California, Los Angeles, California 90089; ; Cheung Kong Graduate School of Business, 201107 Shanghai, China;"
USC (Marshall),Mika Sumida,1,1,"Marshall School of Business, University of Southern California, Los Angeles, California 90089;"
USC (Marshall),Annie I. Chen,1,1,"Marshall School of Business, University of Southern California, Los Angeles, California 90089;"
USC (Marshall),Sampath Rajagopalan,1,1,"Marshall School of Business, University of Southern California, Los Angeles, California 90089;"
USC (Marshall),Ramandeep Randhawa,1,1,"Marshall School of Business, University of Southern California, Los Angeles, California 90089;"
USC (Marshall),Shantanu Dutta,1,1,"Marshall School of Business, University of Southern California, Los Angeles, California 90005"
Michigan (Ross),Stefanus Jasin,16,16,"Ross School of Business, University of Michigan, Ann Arbor, Michigan 48109;"
Michigan (Ross),Jun Li,10,10,"Ross School of Business, University of Michigan, Ann Arbor, Michigan 48109"
Michigan (Ross),Izak Duenyas,9,9,"Stephen M. Ross School of Business, University of Michigan, Ann Arbor, Michigan 48109"
Michigan (Ross),Joline Uichanco,7,7,"Stephen M. Ross School of Business, University of Michigan, Ann Arbor, Michigan 48109"
Michigan (Ross),Di (Andrew) Wu,7,7,"Ross School of Business, University of Michigan, Ann Arbor, Michigan 48109"
Michigan (Ross),Hyun-Soo Ahn,6,6,"Ross School of Business, University of Michigan, Ann Arbor, Michigan 48104"
Michigan (Ross),Samantha M. Keppler,4,4,"Ross School of Business, University of Michigan, Ann Arbor, Michigan 48109"
Michigan (Ross),Mohamed Mostagir,4,4,"Ross School of Business, University of Michigan, Ann Arbor, Michigan 48109"
Michigan (Ross),Stephen Leider,4,4,"Ross School of Business, University of Michigan, Ann Arbor, Michigan 48104"
Michigan (Ross),Damian R. Beil,3,3,"Stephen M. Ross School of Business, University of Michigan, Ann Arbor, Michigan, 48109"
Michigan (Ross),Roman Kapuscinski,3,3,"Stephen M. Ross School of Business, University of Michigan, Ann Arbor, Michigan 48109"
Michigan (Ross),Ravi Anupindi,2,2,"Ross School of Business, University of Michigan, Ann Arbor, Michigan 48109"
Michigan (Ross),John Silberholz,1,1,"Technology and Operations, Ross School of Business, University of Michigan, Ann Arbor, Michigan 48109"
Michigan (Ross),Samantha Keppler,1,1,"Ross School of Business, University of Michigan, Ann Arbor, Michigan 48109;"
Michigan (Ross),Murat Köksalan,1,1,"Industrial Engineering, Middle East Technical University, Ankara 06800, Turkey; ; Ross School of Business, University of Michigan, Ann Arbor, Michigan 48109;"
Michigan (Ross),Ruslan Momot,1,1,"Ross School of Business, University of Michigan, Ann Arbor, Michigan 48109"
Michigan (Ross),Ekaterina Astashkina,1,1,"Stephen M. Ross School of Business, University of Michigan, Ann Arbor, Michigan 48109"
Michigan (Ross),Damian Beil,1,1,"Ross School of Business, University of Michigan, Ann Arbor, Michigan 48109"
Michigan (Ross),Feng Tian,1,1,"Stephen M. Ross School of Business, University of Michigan, Ann Arbor, Michigan 48109;"
Michigan (Ross),Roman Kapuściński,1,1,"The University of Michigan, Ross School of Business, Ann Arbor, Michigan 48109"
Michigan (Ross),Mengzhenyu Zhang,1,1,"Stephen M. Ross School of Business, University of Michigan, Ann Arbor, Michigan 48109"
Michigan (Ross),Zhaohui (Zoey) Jiang,1,1,"Stephen M. Ross School of Business, University of Michigan, Ann Arbor, Michigan 48109;"
Michigan (Ross),Diana Jue-Rajasingh,1,1,"Essmart, Bangalore, Bengaluru, Karnataka 560005, India; ; Ross School of Business, University of Michigan, Ann Arbor, Michigan 48109;"
Michigan (Ross),Shima Nassiri,1,1,"Ross School of Business, University of Michigan, Ann Arbor, Michigan 48109"
Michigan (Ross),Lennart Baardman,1,1,"Ross School of Business, University of Michigan, Ann Arbor, Michigan 48109;"
Michigan (Ross),Zhihan (Helen) Wang,1,1,"Ross School of Business, University of Michigan, Ann Arbor, Michigan 48109"
Michigan (Ross),Wallace J. Hopp,1,1,"Ross School of Business, University of Michigan, Ann Arbor, Michigan 48109"
UCLA (Anderson),Christopher S. Tang,10,10,"Anderson School, University of California, Los Angeles, California 90095"
UCLA (Anderson),Christopher Tang,5,5,"Anderson School of Management, University of California, Los Angeles, Los Angeles, California 90095"
UCLA (Anderson),Felipe Caro,4,4,"Anderson School of Management, University of California, Los Angeles, Los Angeles, California 90095;"
UCLA (Anderson),Francisco Castro,4,4,"Anderson School of Management, University of California, Los Angeles, Los Angeles, California 90095;"
UCLA (Anderson),Charles J. Corbett,4,4,"Anderson School of Management, University of California, Los Angeles, Los Angeles, California 90095"
UCLA (Anderson),Scott Rodilitz,4,4,"Anderson School of Management, University of California, Los Angeles, Los Angeles, California 90095"
UCLA (Anderson),Auyon Siddiq,4,4,"Anderson School of Management, University of California, Los Angeles, California 90095"
UCLA (Anderson),Velibor V. Mišić,3,3,"University of California, Los Angeles Anderson School of Management, University of California, Los Angeles, California 90095"
UCLA (Anderson),Reza Ahmadi,3,3,"Anderson School of Management, University of California, Los Angeles, California 90095"
UCLA (Anderson),Hengchen Dai,3,3,"Anderson School of Management, University of California, Los Angeles, California 90095;"
UCLA (Anderson),Danko Turcic,3,3,"A. Gary Anderson Graduate School of Management, University of California Riverside, Riverside, California 92507;"
UCLA (Anderson),Fernanda Bravo,3,3,"Anderson School of Management, University of California, Los Angeles, Los Angeles, California 90095"
UCLA (Anderson),Elisa F. Long,2,2,"Anderson School of Management, University of California, Los Angeles, Los Angeles, California 90095"
UCLA (Anderson),Sebastián Villa,2,2,"Anderson School of Management, University of New Mexico, Albuquerque, New Mexico 87106;"
UCLA (Anderson),Yi-Chun Chen,1,1,"University of California, Los Angeles Anderson School of Management, University of California, Los Angeles, California 90095"
UCLA (Anderson),Ian Larkin,1,1,"University of California Los Angeles, Anderson School of Management, Los Angeles, CA 90077"
UCLA (Anderson),Ashvin Gandhi,1,1,"Anderson School of Management, University of California, Los Angeles, Los Angeles, California 90095"
UCLA (Anderson),Jingyuan Hu,1,1,"Anderson School of Management, University of California, Los Angeles, Los Angeles, California 90095; and Paul Merage School of Business,  University of California, Irvine, Irvine, California 92697"
UCLA (Anderson),Keith Chen,1,1,"Anderson School of Management, University of California at Los Angeles, Los Angeles, California 90095"
UCLA (Anderson),Katherine Feinerman,1,1,"Anderson School of Management, University of California at Los Angeles, Los Angeles, California 90095"
UCLA (Anderson),Kareem Haggag,1,1,"Anderson School of Management, University of California at Los Angeles, Los Angeles, California 90095"
UCLA (Anderson),Temitayo Ajayi,1,1,"Department of Computational and Applied Mathematics, Rice University, Houston, Texas 77005; ; Department of Radiation Oncology, The University of Texas, MD Anderson Cancer Center, Houston, Texas 77030;"
UCLA (Anderson),Saeed Ghodsi,1,1,"UCLA Anderson School of Management, Los Angeles, California 90095;"
UCLA (Anderson),Taylor C. Corcoran,1,1,"Anderson School of Management, University of California, Los Angeles, Los Angeles, California 90095"
UCLA (Anderson),Adem Örsdemir,1,1,"UC Riverside School of Business, A. Gary Anderson Graduate School of Management, University of California Riverside, Riverside, California 92521"
UCLA (Anderson),Jingwei Zhang,1,1,"UCLA Anderson School of Management, University of California, Los Angeles, Los Angeles, California 90095"
Northwestern (Kellogg),Achal Bassamboo,7,7,"Kellogg School of Management, Northwestern University, Evanston, Illinois 60208;"
Northwestern (Kellogg),Itai Gurvich,7,7,"Kellogg School of Management, Northwestern University, Evanston, Illinois 60208"
Northwestern (Kellogg),Jan A. Van Mieghem,5,5,"Kellogg School of Management, Northwestern University, Evanston, Illinois 60208"
Northwestern (Kellogg),Tarek Abdallah,2,2,"Kellogg School of Management, Northwestern University, Evanston, Illinois 60208;"
Northwestern (Kellogg),Robert L. Bray,2,2,"Kellogg School of Management, Northwestern University, Evanston, Illinois 60208"
Northwestern (Kellogg),Peter Klibanoff,1,1,"Kellogg School of Management, Northwestern University, Evanston, Illinois 60208"
Northwestern (Kellogg),Joshua Mollner,1,1,"Kellogg School of Management, Northwestern University, Evanston, Illinois 60208"
Northwestern (Kellogg),Edward Bishop Smith,1,1,"Kellogg School of Management, Northwestern University, Evanston, Illinois 60208"
Northwestern (Kellogg),Artem Timoshenko,1,1,"Kellogg School of Management, Northwestern University, Evanston, Illinois 60208"
Northwestern (Kellogg),Dean Karlan,1,1,"Department of Economics and Finance, Kellogg School of Management, Northwestern University, Evanston, Illinois 60208"
Northwestern (Kellogg),Angela Kohlenberg,1,1,"Kellogg School of Management, Northwestern University, Evanston, Illinois 60208"
Northwestern (Kellogg),Anton Braverman,1,1,"Kellogg School of Management, Northwestern University, Evanston, Illinois 60201;"
Northwestern (Kellogg),Alexej Proskynitopoulos,1,1,"Kellogg School of Management, Northwestern University, Evanston, Illinois 60208"
Northwestern (Kellogg),Xinchang Xie,1,1,"Kellogg School of Management, Northwestern University, Evanston, Illinois 60208"
Northwestern (Kellogg),Lin Fan,1,1,"Kellogg School of Management, Northwestern University, Evanston, Illinois 60208"
Northwestern (Kellogg),Ruslan Momot,1,1,"Kellogg School of Management, Northwestern University, Evanston, Illinois 60208;"
Northwestern (Kellogg),Sunil Chopra,1,1,"Kellogg School of Management, Northwestern University, Evanston, Illinois 60208"
Northwestern (Kellogg),Kara Palamountain,1,1,"Kellogg School of Management, Evanston, Illinois 60208"
Northwestern (Kellogg),Sébastien Martin,1,1,"Kellogg School of Management, Northwestern University, Evanston, Illinois 60208;"
Northwestern (Kellogg),Martin A. Lariviere,1,1,"Kellogg School of Management, Northwestern University, Evanston, Illinois 60208"
Stanford,Daniela Saban,6,6,"Graduate School of Business, Stanford University, Stanford, California 94305"
Stanford,Stefan Wager,5,5,"Graduate School of Business, Stanford University, Stanford, California 94305"
Stanford,Gabriel Y. Weintraub,4,4,"Graduate School of Business, Stanford University, Stanford, California 94305"
Stanford,Mohsen Bayati,3,3,"Stanford Graduate School of Business, Stanford University, Stanford, California 94305;"
Stanford,Hau Lee,3,3,"Graduate School of Business, Stanford University, Stanford, California 94305"
Stanford,Kostas Bimpikis,3,3,"Stanford Graduate School of Business, Stanford University, Palo Alto, California 94305;"
Stanford,Susan Athey,3,3,"Graduate School of Business, Stanford University, Stanford, California 94305"
Stanford,Kuang Xu,2,2,"Graduate School of Business, Stanford University, Stanford, California 94305"
Stanford,Yonatan Gur,2,2,"Graduate School of Business, Stanford University, Stanford, California 94305;"
Stanford,Guido Imbens,2,2,"Amazon, Seattle, Washington 98109 ; Graduate School of Business, Stanford University, Stanford, California 94305"
Stanford,Xu Kuang,2,2,"Graduate School of Business, Stanford University, Stanford, California 94305"
Stanford,Stefanos Zenios,2,2,"Graduate School of Business, Stanford University, Stanford, California 94305"
Stanford,Stefan Reichelstein,1,1,"School of Business, University of Mannheim, 68161 Mannheim, Germany; ; Graduate School of Business, Stanford University, Stanford, California 94305"
Stanford,Dan Andrei Iancu,1,1,"Stanford Graduate School of Business, Stanford University, Stanford, California 94305; ; INSEAD, Fontainebleau 77300, France;"
Stanford,Dan Iancu,1,1,"Graduate School of Business, Stanford University, Stanford, California 94305; ; INSEAD, Fontainebleau 77300, France"
Stanford,Xavier Warnes,1,1,"Graduate School of Business, Stanford University, Stanford, California 94305;"
Stanford,Evan Munro,1,1,"Graduate School of Business, Stanford University, Stanford, California 94305"
Stanford,Yue Hu,1,1,"Graduate School of Business, Stanford University, Stanford, California 94304"
Stanford,Lawrence M. Wein,1,1,"Graduate School of Business, Stanford University, Stanford, California 94305"
Stanford,Bar Light,1,1,"Graduate School of Business, Stanford University, Stanford, California 94305"
Stanford,Giacomo Mantegazza,1,1,"Graduate School of Business, Stanford University, Stanford, California 94305"
Stanford,Ilan Morgenstern,1,1,"Graduate School of Business, Stanford University, Stanford, California 94305"
Stanford,Gabriel Weintraub,1,1,"Graduate School of Business, Stanford University, Stanford, California 94305"
Stanford,Chao Qin,1,1,"Stanford Graduate School of Business, Stanford University, Stanford, California 94305"
Stanford,Hau L. Lee,1,1,"Graduate School of Business, Stanford University, Stanford, California 94305"
